Proyecto,Módulo,Desarrollador,Líneas de código,Número de bugs,Tiempo de desarrollo (horas),Costo (USD),Satisfacción del cliente,Antigüedad del desarrollador (años),Idioma de programación,Plataforma,Tipo de proyecto,Fase del proyecto,Tamaño del equipo,Tecnologías
Booker-Lowe,understand,Debra Brown PhD,3017,6,122,59065,1,3,Kotlin,Mobile,Management System,Deployment,3,"most, news, from"
Lane-Herrera,idea,Alex Medina,5399,48,140,50699,3,8,Kotlin,Web,Application,Deployment,3,"security, hotel, walk"
"Brown, Bennett and Thomas",old,Mary Stephenson,6646,3,213,13140,5,10,Java,Mobile,Application,Development,10,"his, maybe, home"
"Miranda, Sandoval and Perkins",employee,Arthur Willis,7435,27,91,49386,1,8,Kotlin,Web,Management System,Development,4,"sure, race, there"
"Greene, Benson and Gray",would,Scott Colon,4026,45,23,24064,5,14,Kotlin,Web,Application,Design,5,"benefit, three, answer"
Hood-Mann,long,Brenda Davis,5909,19,98,70719,5,10,Kotlin,Desktop,Web site,Design,1,"improve, agency, least"
Martin-Farrell,run,Leah Walter,1736,6,152,87953,4,11,Python,Web,Web site,Development,2,"ever, let, however"
"Wilkerson, Ramos and Ruiz",television,Robert Barton,4081,41,200,82641,3,13,Javascript,Desktop,Management System,Deployment,2,"often, cold, huge"
Abbott PLC,dark,Richard Beasley,7115,37,222,65941,5,6,Java,Mobile,Application,Deployment,10,"form, three, in"
"Roberts, Jordan and Ryan",compare,Travis Savage,3470,39,152,40664,4,8,Python,Mobile,Web site,Design,5,"offer, student, bag"
"Sutton, Cohen and Torres",seat,Melinda Stein,4929,41,85,8051,1,3,Java,Desktop,Application,Testing,8,"rich, level, program"
"Miller, Page and Price",process,Dominique Mercado,1241,16,183,4033,5,1,Javascript,Mobile,Web site,Deployment,9,"position, example, road"
Holmes-Carter,cultural,Steve Jones,6422,22,103,93454,5,10,Kotlin,Web,Web site,Deployment,5,"leave, conference, garden"
Howell LLC,than,William Hernandez,9712,10,134,88028,3,9,Javascript,Mobile,Management System,Testing,8,"high, many, political"
Buckley Group,Congress,Kevin Nelson,9796,45,337,24951,5,15,Javascript,Mobile,Application,Deployment,7,"speech, kid, consider"
Wagner Inc,here,Robert Martin,5568,33,362,85559,2,3,Java,Desktop,Application,Development,3,"bill, campaign, camera"
"Pierce, Mitchell and Perkins",read,Nathan Hubbard,3280,41,334,2845,4,2,Java,Mobile,Web site,Development,2,"down, when, raise"
Carroll-Bentley,mean,Seth Knight,6670,28,177,96545,1,1,Kotlin,Desktop,Management System,Deployment,9,"politics, southern, many"
Welch-Gross,new,Mr. Anthony Miller,1957,6,276,46844,1,9,Javascript,Web,Management System,Development,1,"contain, still, candidate"
Martinez-Jenkins,population,Erika Walters,1274,14,220,44899,3,7,Java,Web,Management System,Development,1,"six, finish, important"
"Anderson, Campbell and Barnes",hour,Karen Kennedy,1292,47,100,52055,3,6,Java,Desktop,Application,Development,8,"drop, specific, situation"
"Williams, Fernandez and Bell",half,Jeremy Rasmussen,8863,2,190,65253,4,15,Javascript,Desktop,Application,Development,2,"strategy, role, article"
"Perry, Mullins and Sanchez",you,Christopher Smith,9168,20,79,13658,4,10,Java,Web,Application,Design,7,"heavy, enjoy, white"
Salazar-Montgomery,top,Joseph Robertson,9629,38,493,99853,2,2,Java,Desktop,Management System,Testing,7,"turn, there, have"
Smith-Rodriguez,admit,Rhonda Johnson,5849,21,323,4596,1,4,Python,Desktop,Web site,Design,9,"us, including, important"
Crosby-Shepherd,author,Gabriel Scott,3553,34,468,36760,4,6,Kotlin,Mobile,Application,Development,5,"share, everyone, well"
Torres-Day,yet,John Hale,5025,43,465,22453,1,15,Java,Mobile,Web site,Design,5,"his, think, policy"
Guerrero Group,high,Jennifer Jennings,5096,2,174,4425,5,15,Kotlin,Web,Web site,Design,1,"model, single, region"
"Lee, Moreno and Torres",ago,Andrew Cook,2276,11,139,59053,5,5,Python,Mobile,Web site,Testing,2,"of, feeling, nothing"
"Griffin, Mcmahon and Rich",despite,Daniel Gomez,4162,24,107,3847,2,12,Python,Desktop,Management System,Design,7,"move, rich, with"
Turner LLC,tree,Natasha Mccoy,8018,35,103,10802,2,7,Java,Desktop,Management System,Deployment,8,"mouth, many, present"
"Gay, Hunter and Chaney",tough,Eric Mendoza,527,42,259,5349,3,7,Java,Desktop,Web site,Development,4,"other, class, physical"
Williams-Ramos,where,Tammy Tyler,9265,42,233,19343,4,2,Java,Web,Application,Testing,9,"provide, political, join"
Gibson Inc,dark,Jasmine Henderson,383,40,494,50047,1,2,Kotlin,Mobile,Management System,Testing,6,"read, gas, floor"
Hudson Ltd,while,Brandi Moran,3201,10,354,18705,4,9,Kotlin,Desktop,Management System,Design,1,"probably, first, outside"
"Neal, Elliott and Sloan",board,Mr. Adam Gonzalez MD,3713,3,415,45752,1,5,Python,Desktop,Web site,Development,1,"employee, then, thing"
"Cox, Nguyen and Obrien",learn,Andrea Perry,4048,21,464,42815,5,13,Java,Mobile,Management System,Deployment,3,"impact, last, right"
Harrison-Robertson,sea,Billy Bright,7339,49,131,23797,2,8,Kotlin,Mobile,Web site,Development,8,"music, each, local"
"Bowen, Hanna and Bennett",writer,Thomas Salinas,583,0,292,4102,1,9,Javascript,Web,Management System,Design,10,"information, company, would"
"Moreno, Marquez and Brown",full,Kristi Mcclure,1561,25,77,25601,2,5,Java,Web,Application,Development,9,"state, grow, though"
Rogers Inc,across,Jessica Nolan,9672,46,308,27200,5,8,Kotlin,Desktop,Management System,Development,10,"more, apply, chair"
Robinson Ltd,yes,Cody Duarte,8479,13,355,63648,4,6,Python,Web,Management System,Design,7,"together, find, top"
Hurst Group,notice,Lori Giles,8562,39,396,58543,4,8,Java,Mobile,Application,Testing,8,"ok, instead, capital"
"Lambert, Jones and Reynolds",current,David Reed,6484,18,255,91091,2,4,Javascript,Web,Management System,Development,10,"play, hundred, help"
Pennington-Miller,current,Gary Cervantes,4120,48,109,37953,4,11,Python,Web,Web site,Deployment,3,"company, trouble, fund"
Moyer-Jones,increase,Anita Warner,5687,35,139,67378,1,13,Javascript,Web,Web site,Deployment,2,"owner, without, work"
Ross PLC,prove,Dale Thomas,9542,16,339,74707,2,12,Java,Web,Web site,Development,6,"bit, chair, despite"
"Garza, Thomas and Harrington",read,Amy Martin,3134,38,459,78295,2,2,Java,Web,Application,Design,8,"more, major, phone"
White Group,manager,Tyler Graham,3665,48,177,69979,3,1,Python,Mobile,Web site,Design,2,"dog, small, lawyer"
Pierce LLC,certain,Anna Bell,7346,8,46,53222,1,5,Java,Web,Management System,Testing,4,"natural, theory, result"
"Grant, Garcia and Joyce",outside,Jennifer Lewis,2510,50,372,53080,4,14,Java,Mobile,Management System,Development,3,"remain, part, education"
Henderson-Wilson,exist,Susan Carter,2364,11,372,90290,1,10,Java,Mobile,Application,Deployment,7,"why, both, turn"
"Wilson, Allen and Hood",simple,Betty Sawyer,5325,40,258,71334,5,6,Python,Desktop,Application,Design,5,"Democrat, include, early"
"Mccormick, Padilla and Parker",control,Ian Wheeler,4342,0,185,32910,5,1,Javascript,Mobile,Management System,Testing,1,"recently, point, to"
Garrison Inc,run,Kenneth James,7922,50,422,3454,5,7,Kotlin,Desktop,Management System,Deployment,5,"almost, in, have"
"Young, Owen and Cooper",until,Ryan Gonzalez,5733,10,263,17512,2,5,Kotlin,Web,Management System,Deployment,5,"she, husband, help"
Flores-Vincent,decade,Rebecca Castillo,579,43,490,26623,1,8,Python,Mobile,Application,Development,10,"official, couple, yet"
"Tanner, Nguyen and Schultz",make,Sandra Ayers,2076,28,498,98870,1,6,Java,Mobile,Web site,Design,9,"more, be, spend"
"Sampson, Ford and Walls",list,Melissa Reilly,8981,49,388,74278,1,10,Python,Web,Management System,Development,3,"light, support, yeah"
Henry Group,year,Carl Hoffman,6247,8,90,50027,1,2,Kotlin,Mobile,Management System,Deployment,7,"phone, likely, memory"
Jimenez-Reynolds,develop,Brian Cox,4816,28,382,48501,5,2,Python,Mobile,Management System,Design,5,"final, purpose, laugh"
"Garza, Green and Williamson",main,Lindsay Robinson,5557,43,462,10278,5,11,Kotlin,Mobile,Application,Testing,5,"campaign, foreign, ok"
Davis Ltd,both,Jason Cohen,5124,36,149,95064,5,13,Java,Mobile,Management System,Development,4,"sound, risk, nothing"
Webb-Forbes,local,Michael Larson,5702,49,207,21421,4,2,Python,Web,Application,Testing,8,"perhaps, task, Democrat"
Hunter PLC,sing,Tanya Ingram,2119,26,123,15200,3,15,Javascript,Desktop,Management System,Testing,7,"guess, prevent, prove"
"Smith, Guerrero and Cook",glass,Paul Jones,5830,24,100,22437,2,15,Kotlin,Web,Application,Design,6,"pull, onto, institution"
Wu-Elliott,tonight,Brian Wagner,4106,26,481,9621,1,13,Kotlin,Web,Web site,Testing,8,"clearly, should, business"
Crawford-Garcia,police,Larry Thompson,8611,5,388,51758,5,6,Kotlin,Desktop,Management System,Testing,2,"quality, economic, defense"
Odonnell and Sons,challenge,Richard Christian,4512,50,132,50937,5,6,Java,Desktop,Web site,Design,7,"free, perhaps, four"
"Harrison, Potts and Johnson",generation,Johnathan Oconnor,7962,45,499,57276,2,5,Javascript,Mobile,Application,Testing,10,"hour, tough, special"
Wood Inc,newspaper,William York,5174,21,386,56633,1,8,Python,Desktop,Management System,Design,3,"federal, catch, term"
Wilson-Lee,member,William Khan,9863,39,142,23697,3,6,Python,Mobile,Application,Development,5,"Congress, note, amount"
Mendoza-Cline,report,Sydney Vargas,9541,8,374,48293,4,3,Python,Mobile,Application,Deployment,1,"spring, long, dog"
Lindsey-Castillo,reason,Gregory Monroe,3093,48,464,39749,3,15,Kotlin,Mobile,Management System,Testing,7,"garden, despite, ground"
"Calderon, Taylor and Brown",official,David Perez,7007,11,187,10788,2,1,Kotlin,Web,Management System,Design,8,"character, four, present"
"Robles, Rodriguez and Garcia",run,Cynthia Nelson,166,9,366,76191,5,15,Javascript,Desktop,Web site,Design,3,"behavior, laugh, yes"
Harris Group,form,Madison Graham,1960,1,93,78920,2,12,Python,Web,Web site,Deployment,8,"mention, picture, list"
"Ramirez, Quinn and Bray",enough,Maria Richards,1499,6,317,51880,2,3,Python,Desktop,Management System,Deployment,7,"serve, garden, hope"
Perry-Michael,Mrs,Lori Hughes,7977,39,310,51123,5,8,Python,Web,Web site,Development,6,"them, process, collection"
Chapman-Huerta,citizen,Robert Molina,7187,32,17,42895,3,15,Python,Desktop,Management System,Testing,9,"safe, meeting, skill"
Case-Freeman,really,Andrew Rodriguez,9568,34,270,33917,1,4,Javascript,Mobile,Web site,Development,2,"clear, art, during"
Cochran-Payne,which,Nicole Smith,2655,12,57,84838,4,12,Javascript,Web,Management System,Design,9,"which, peace, than"
Snyder-Miller,smile,Russell Hicks,5971,42,350,70687,4,9,Javascript,Desktop,Application,Design,8,"determine, sister, agent"
Smith-Johnson,poor,Erin Morrow,3295,2,381,10695,5,11,Javascript,Desktop,Management System,Design,9,"they, continue, or"
"Torres, Allen and Hahn",before,Mr. Jeremy Johnson MD,8383,22,188,18257,1,11,Javascript,Desktop,Management System,Design,2,"name, commercial, many"
Thompson-Mitchell,ability,Ashley Moss,734,9,34,26443,3,15,Java,Mobile,Application,Testing,10,"structure, north, mission"
"Kemp, Morris and Brown",campaign,Kyle Hernandez,199,12,198,99722,5,10,Java,Web,Web site,Testing,4,"and, final, good"
Diaz PLC,article,Christopher Lee,585,13,71,98955,1,10,Java,Desktop,Management System,Deployment,2,"I, foreign, present"
"Clark, Hernandez and Lamb",increase,Michelle Baker,268,13,176,72035,3,14,Java,Desktop,Application,Testing,6,"source, it, cultural"
Yates-Marsh,special,William Norton,9222,49,334,19351,4,8,Kotlin,Desktop,Management System,Testing,1,"something, reason, itself"
Williams PLC,represent,Tyler Taylor,1423,44,311,8018,4,3,Python,Desktop,Management System,Design,8,"large, light, throw"
Foster LLC,feel,Amy Tucker,327,12,42,21418,3,12,Java,Desktop,Application,Design,6,"analysis, even, government"
Hill-Davis,feel,Amy Smith,8719,24,305,56667,4,9,Python,Web,Application,Design,7,"deep, thousand, system"
Ramirez-Mann,left,Mr. Parker Holland,8455,16,326,97111,2,15,Javascript,Mobile,Web site,Design,1,"country, little, before"
Williams and Sons,card,James Johnston,2310,15,226,99969,3,8,Javascript,Desktop,Application,Design,10,"indicate, bring, guy"
"Silva, Alvarez and Gonzalez",behind,Randy Newton,7544,5,264,27307,3,12,Java,Desktop,Management System,Design,9,"least, question, worry"
Clark Ltd,point,Andrea Henderson,3118,3,448,17470,3,5,Python,Desktop,Application,Testing,4,"section, voice, show"
Howard-Allen,next,Tonya Black,1978,46,357,95342,3,5,Javascript,Web,Application,Deployment,9,"entire, everyone, none"
Adkins-Lewis,travel,Christina Reynolds,5148,31,424,14265,4,8,Javascript,Desktop,Management System,Development,10,"son, fight, remember"
King PLC,always,Brittany Rojas,8198,22,151,82168,1,2,Javascript,Web,Application,Design,2,"certainly, dog, computer"
"Miller, Smith and Rodriguez",according,Ashley Riley,9857,13,396,37823,5,1,Java,Desktop,Application,Testing,4,"firm, threat, walk"
Larsen-Smith,task,Kristin Brown,8893,30,130,60158,5,6,Javascript,Desktop,Application,Deployment,6,"provide, hand, defense"
"Payne, Carroll and Johnson",yet,James Rodriguez,3709,44,196,78665,4,10,Java,Desktop,Management System,Deployment,4,"from, budget, many"
Graham PLC,improve,David Roberts,9988,41,486,87478,2,2,Javascript,Desktop,Web site,Design,1,"science, future, nature"
Ibarra-Graham,charge,Debra Smith,9226,28,86,57783,1,4,Python,Web,Web site,Deployment,4,"so, per, direction"
Stevens-Hernandez,rest,Steven Pitts,8145,42,263,83760,1,14,Python,Mobile,Web site,Testing,3,"everybody, fill, girl"
"Reynolds, Murray and Bernard",law,Joshua Holt,3209,2,392,13553,5,14,Java,Desktop,Web site,Deployment,8,"last, even, factor"
Brown Group,under,Thomas Wilson,4607,1,434,17362,1,9,Java,Web,Web site,Testing,7,"address, enter, seem"
Mills-Barnett,fund,Mariah Martin,7853,13,162,95219,3,3,Javascript,Desktop,Application,Testing,1,"early, in, create"
Jensen-Lin,either,Stephanie Parks,6007,15,80,84426,3,11,Javascript,Desktop,Application,Testing,7,"national, program, interview"
Rios Inc,policy,Micheal Moon,9903,42,497,14290,3,12,Kotlin,Mobile,Application,Testing,3,"and, size, space"
"Alexander, Brown and Huang",camera,Mary Watson,4725,46,467,2868,3,2,Javascript,Mobile,Application,Development,8,"sing, hour, democratic"
Weber-Dominguez,become,Malik Alexander,9477,34,206,43547,1,1,Python,Web,Application,Testing,8,"above, goal, cold"
Mason Group,report,Justin Benson,6853,31,184,33341,1,15,Javascript,Mobile,Management System,Design,4,"four, bill, happy"
Hernandez-Smith,fly,Sharon Barajas,5320,16,494,37101,3,10,Python,Mobile,Application,Deployment,7,"really, fill, organization"
"Smith, Ellis and Myers",start,Brandon Mitchell,1493,25,446,82963,5,12,Java,Desktop,Management System,Design,4,"face, bag, must"
"Lewis, Anderson and Hart",body,Christopher Mcguire,1238,4,103,60663,4,1,Python,Web,Application,Testing,2,"authority, war, trade"
Hill-Smith,defense,Adam Orozco,6721,25,235,57122,3,9,Java,Mobile,Application,Design,7,"west, hot, store"
"Robinson, Robinson and Landry",husband,Brittney Murphy,8767,42,278,45401,3,14,Kotlin,Web,Web site,Testing,2,"worry, beyond, machine"
"Rodgers, Green and Schmidt",give,Amy Bradley,3767,11,245,40205,4,2,Python,Mobile,Web site,Design,7,"yeah, guy, media"
Stewart-Quinn,instead,Craig Woods,9676,4,213,12597,1,2,Python,Desktop,Web site,Deployment,8,"suggest, should, happy"
Peterson Ltd,six,Mrs. Misty Barron,6244,35,430,69334,5,5,Kotlin,Desktop,Application,Testing,5,"hear, unit, face"
Robinson-Moon,another,Patricia Faulkner,8645,44,167,46787,2,5,Javascript,Desktop,Application,Testing,4,"election, fight, often"
Taylor PLC,future,Michael Smith,4312,4,294,50205,2,10,Javascript,Mobile,Web site,Deployment,2,"language, matter, analysis"
Boyd Group,upon,Cameron Smith,1161,39,169,38943,1,2,Java,Mobile,Web site,Deployment,7,"accept, vote, shake"
Lopez LLC,democratic,Alexander Mccoy,4519,28,330,19738,1,12,Java,Desktop,Web site,Development,9,"million, attack, effort"
"Jones, Wall and Stark",scientist,Kelly Henry,6503,34,336,12644,4,4,Java,Desktop,Web site,Deployment,10,"baby, boy, serve"
Nelson-Ramos,sign,Shaun Chandler,5012,6,269,41905,2,15,Java,Mobile,Application,Design,2,"newspaper, say, even"
"Miller, Cantrell and Johnson",certain,Joseph Johnson,7172,12,314,9478,3,5,Python,Desktop,Web site,Deployment,2,"speak, some, add"
Russell Inc,pattern,Jeremy Velez,8934,32,194,90047,5,9,Kotlin,Desktop,Application,Design,7,"lay, itself, owner"
"Miller, Reed and Gallegos",chair,Kristy Gordon,3307,45,334,42495,3,15,Kotlin,Desktop,Management System,Testing,3,"war, community, third"
Calhoun-Randolph,type,Frederick Cruz,5508,9,287,49712,3,11,Kotlin,Web,Management System,Testing,7,"money, nice, include"
Yang-Hopkins,difficult,Luis Brown,4976,50,386,85395,2,1,Java,Desktop,Web site,Development,8,"threat, future, house"
"Martin, Palmer and Crawford",her,Kevin Joseph,4533,21,446,10248,1,1,Java,Mobile,Web site,Development,8,"soon, nice, this"
Dunn-Wilkins,bed,Rachel Rush,4364,21,372,32789,4,3,Kotlin,Mobile,Web site,Deployment,4,"sometimes, today, include"
Rojas-Wagner,show,David Craig,4701,34,48,27733,2,9,Kotlin,Desktop,Web site,Design,6,"discover, challenge, study"
Gordon and Sons,tree,Isaiah Randall DVM,5037,25,476,16094,1,15,Javascript,Web,Application,Design,1,"nice, professional, matter"
"Mcdowell, Randall and Khan",once,Brittany Jones,5810,37,293,52593,5,9,Java,Web,Application,Deployment,10,"he, occur, person"
Sherman Ltd,family,Angela Campbell,2759,32,39,86860,3,7,Python,Web,Web site,Design,10,"add, bag, experience"
Baker Ltd,design,Elizabeth Perez,3674,46,314,71177,4,13,Javascript,Mobile,Management System,Deployment,9,"should, apply, listen"
"Brown, Avila and Hall",TV,Stephanie Novak,9217,5,397,6096,5,4,Java,Desktop,Management System,Testing,1,"respond, able, itself"
"Hogan, Hernandez and Nelson",yard,Diamond Gonzalez,378,29,427,43019,2,6,Javascript,Web,Management System,Design,10,"special, despite, discussion"
"Carlson, Smith and Robertson",participant,Jeanette Chavez,572,20,193,32274,2,4,Python,Mobile,Web site,Deployment,9,"table, medical, eight"
Hammond Inc,morning,Steven Diaz,9766,30,99,43588,3,15,Python,Mobile,Web site,Testing,3,"market, particularly, still"
"Simmons, Fields and Morris",stage,Jeffrey Foster,5072,41,337,35494,5,7,Java,Mobile,Web site,Development,2,"follow, happen, nice"
"Osborne, Smith and Howell",room,Adriana Jackson,4939,45,316,98360,2,9,Python,Web,Management System,Deployment,5,"watch, think, indeed"
Bernard Ltd,building,Angela Myers,4319,49,132,49614,3,14,Javascript,Web,Application,Testing,3,"approach, person, difficult"
"Thompson, Rosario and Jones",keep,Lauren Gregory,1335,22,194,92800,2,7,Java,Desktop,Web site,Design,4,"field, type, cup"
Allen-Gibson,set,Michael Hurst,3922,10,307,33471,2,2,Kotlin,Mobile,Application,Design,5,"huge, wait, near"
Davis and Sons,section,Tyler Houston,7264,39,388,55684,1,8,Javascript,Desktop,Management System,Design,6,"government, resource, on"
